NatDex,Especie,Const,Geracao,ExisteNoRepo,Habilitada,Obtivel,Classificacao,MetodoLocal,Evidencia
894,Regieleki,SPECIES_REGIELEKI,8,Sim,Sim,Nao,"Existe no código, mas não é obtível",,src/data/pokemon/species_info/gen_8_families.h:7925
895,Regidrago,SPECIES_REGIDRAGO,8,Sim,Sim,Nao,"Existe no código, mas não é obtível",,src/data/pokemon/species_info/gen_8_families.h:7995
896,Glastrier,SPECIES_GLASTRIER,8,Sim,Sim,Nao,"Existe no código, mas não é obtível",,src/data/pokemon/species_info/gen_8_families.h:8065
897,Spectrier,SPECIES_SPECTRIER,8,Sim,Sim,Nao,"Existe no código, mas não é obtível",,src/data/pokemon/species_info/gen_8_families.h:8133
898,Calyrex,SPECIES_CALYREX,8,Sim,Sim,Nao,"Existe no código, mas não é obtível",,src/data/pokemon/species_info/gen_8_families.h:8202
899,Wyrdeer,SPECIES_WYRDEER,8,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_STANTLER : EVO_LEVEL, 0, SPECIES_WYRDEER, CONDITIONS({IF_USED_MOVE_X_TIMES, MOVE_PSYSHIELD_BASH, 14})",src/data/pokemon/species_info/gen_2_families.h:8107
900,Kleavor,SPECIES_KLEAVOR,8,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ ROUTE28,src/data/wild_encounters.json (MAP_ROUTE28)
901,Ursaluna,SPECIES_URSALUNA,8,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_URSARING : EVO_ITEM, ITEM_PEAT_BLOCK, SPECIES_URSALUNA",src/data/pokemon/species_info/gen_2_families.h:6332
902,Basculegion,SPECIES_BASCULEGION_M,8,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ MT_SILVER_1F_WATERFALL_ROOM; Wild encounter @ MT_SILVER_OUTSIDE; Wild encounter @ SAFARI_ZONE_TOP_RIGHT; Wild encounter @ VICTORY_ROAD_KANTO_B1F,src/data/wild_encounters.json (MAP_MT_SILVER_OUTSIDE)
903,Sneasler,SPECIES_SNEASLER,8,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_SNEASEL_HISUI : EVO_LEVEL, 0, SPECIES_SNEASLER, CONDITIONS({IF_NOT_TIME, TIME_NIGHT}, {IF_HOLD_ITEM, ITEM_RAZOR_CLAW})",src/data/pokemon/species_info/gen_2_families.h:6097
904,Overqwil,SPECIES_OVERQWIL,8,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ ROUTE50; Wild encounter @ SAFARI_ZONE_LOW_RIGHT; Wild encounter @ VAJRA_DESERT_EAST,src/data/wild_encounters.json (MAP_SAFARI_ZONE_LOW_RIGHT)
905,Enamorus,SPECIES_ENAMORUS_INCARNATE,8,Sim,Sim,Sim,Obtível normalmente,"NPC gift (script, var) @ BATTLE_CAFE",data/maps/BattleCafe/scripts.inc:1387 (MAP_BATTLE_CAFE)
906,Sprigatito,SPECIES_SPRIGATITO,9,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Starter choice,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
907,Floragato,SPECIES_FLORAGATO,9,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_SPRIGATITO : EVO_LEVEL, 16, SPECIES_FLORAGATO",src/data/pokemon/species_info/gen_9_families.h:74
908,Meowscarada,SPECIES_MEOWSCARADA,9,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_FLORAGATO : EVO_LEVEL, 36, SPECIES_MEOWSCARADA",src/data/pokemon/species_info/gen_9_families.h:140
909,Fuecoco,SPECIES_FUECOCO,9,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
910,Crocalor,SPECIES_CROCALOR,9,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_FUECOCO : EVO_LEVEL, 16, SPECIES_CROCALOR",src/data/pokemon/species_info/gen_9_families.h:339
911,Skeledirge,SPECIES_SKELEDIRGE,9,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_CROCALOR : EVO_LEVEL, 36, SPECIES_SKELEDIRGE",src/data/pokemon/species_info/gen_9_families.h:405
912,Quaxly,SPECIES_QUAXLY,9,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ VICTORY_ROAD_KANTO_B1F,src/data/wild_encounters.json (MAP_VICTORY_ROAD_KANTO_B1F)
913,Quaxwell,SPECIES_QUAXWELL,9,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_QUAXLY : EVO_LEVEL, 16, SPECIES_QUAXWELL",src/data/pokemon/species_info/gen_9_families.h:539
914,Quaquaval,SPECIES_QUAQUAVAL,9,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_QUAXWELL : EVO_LEVEL, 36, SPECIES_QUAQUAVAL",src/data/pokemon/species_info/gen_9_families.h:605
915,Lechonk,SPECIES_LECHONK,9,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_9_families.h:672
916,Oinkologne,SPECIES_OINKOLOGNE_M,9,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_9_families.h:740
917,Tarountula,SPECIES_TAROUNTULA,9,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_9_families.h:873
918,Spidops,SPECIES_SPIDOPS,9,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_9_families.h:940
919,Nymble,SPECIES_NYMBLE,9,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_9_families.h:1007
920,Lokix,SPECIES_LOKIX,9,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_9_families.h:1074
921,Pawmi,SPECIES_PAWMI,9,Sim,Sim,Sim,Obtível normalmente,In-game trade; Wild encounter @ ROUTE44,src/data/wild_encounters.json (MAP_ROUTE44)
922,Pawmo,SPECIES_PAWMO,9,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ ROUTE45,src/data/wild_encounters.json (MAP_ROUTE45)
923,Pawmot,SPECIES_PAWMOT,9,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_PAWMO : EVO_LEVEL, 38, SPECIES_PAWMOT",src/data/pokemon/species_info/gen_9_families.h:1274
924,Tandemaus,SPECIES_TANDEMAUS,9,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ ROUTE35; Wild encounter @ ROUTE37,src/data/wild_encounters.json (MAP_ROUTE35)
925,Maushold,SPECIES_MAUSHOLD_THREE,9,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_TANDEMAUS : EVO_LEVEL_BATTLE_ONLY, 25, SPECIES_MAUSHOLD_THREE, CONDITIONS({IF_PID_MODULO_100_EQ, 0})",src/data/pokemon/species_info/gen_9_families.h:1409
926,Fidough,SPECIES_FIDOUGH,9,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_9_families.h:1543
927,Dachsbun,SPECIES_DACHSBUN,9,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_9_families.h:1610
928,Smoliv,SPECIES_SMOLIV,9,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_9_families.h:1677
929,Dolliv,SPECIES_DOLLIV,9,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_9_families.h:1744
930,Arboliva,SPECIES_ARBOLIVA,9,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_9_families.h:1810
931,Squawkabilly,SPECIES_SQUAWKABILLY_GREEN,9,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_9_families.h:1877
932,Nacli,SPECIES_NACLI,9,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ DARK_CAVE_SOUTH_SIDE,src/data/wild_encounters.json (MAP_DARK_CAVE_SOUTH_SIDE)
933,Naclstack,SPECIES_NACLSTACK,9,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ DARK_CAVE_NORTH_SIDE; Wild encounter @ MT_MORTAR_2F,src/data/wild_encounters.json (MAP_MT_MORTAR_2F)
934,Garganacl,SPECIES_GARGANACL,9,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ VICTORY_ROAD_KANTO_1F; Wild encounter @ VICTORY_ROAD_KANTO_B1F; Wild encounter @ VICTORY_ROAD_KANTO_B2F,src/data/wild_encounters.json (MAP_VICTORY_ROAD_KANTO_B2F)
935,Charcadet,SPECIES_CHARCADET,9,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ BURNED_TOWER_1F; Wild encounter @ BURNED_TOWER_B1F,src/data/wild_encounters.json (MAP_BURNED_TOWER_1F)
936,Armarouge,SPECIES_ARMAROUGE,9,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_CHARCADET : EVO_ITEM, ITEM_AUSPICIOUS_ARMOR, SPECIES_ARMAROUGE",src/data/pokemon/species_info/gen_9_families.h:2415
937,Ceruledge,SPECIES_CERULEDGE,9,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_CHARCADET : EVO_ITEM, ITEM_MALICIOUS_ARMOR, SPECIES_CERULEDGE",src/data/pokemon/species_info/gen_9_families.h:2480
938,Tadbulb,SPECIES_TADBULB,9,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_9_families.h:2547
939,Bellibolt,SPECIES_BELLIBOLT,9,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_9_families.h:2615
940,Wattrel,SPECIES_WATTREL,9,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ ROUTE36,src/data/wild_encounters.json (MAP_ROUTE36)
941,Kilowattrel,SPECIES_KILOWATTREL,9,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_WATTREL : EVO_LEVEL, 25, SPECIES_KILOWATTREL",src/data/pokemon/species_info/gen_9_families.h:2749
942,Maschiff,SPECIES_MASCHIFF,9,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_9_families.h:2816
943,Mabosstiff,SPECIES_MABOSSTIFF,9,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_9_families.h:2883
944,Shroodle,SPECIES_SHROODLE,9,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_9_families.h:2950
945,Grafaiai,SPECIES_GRAFAIAI,9,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_9_families.h:3017
946,Bramblin,SPECIES_BRAMBLIN,9,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_9_families.h:3084
947,Brambleghast,SPECIES_BRAMBLEGHAST,9,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_9_families.h:3151
948,Toedscool,SPECIES_TOEDSCOOL,9,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_9_families.h:3218
949,Toedscruel,SPECIES_TOEDSCRUEL,9,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_9_families.h:3287
950,Klawf,SPECIES_KLAWF,9,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_9_families.h:3356
951,Capsakid,SPECIES_CAPSAKID,9,Sim,Sim,Sim,Obtível somente por reprodução,egg from SPECIES_SCOVILLAIN,src/data/pokemon/species_info/gen_9_families.h:3424
952,Scovillain,SPECIES_SCOVILLAIN,9,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ ROUTE27,src/data/wild_encounters.json (MAP_ROUTE27)
953,Rellor,SPECIES_RELLOR,9,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_9_families.h:3619
954,Rabsca,SPECIES_RABSCA,9,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_9_families.h:3686
955,Flittle,SPECIES_FLITTLE,9,Sim,Sim,Sim,Obtível somente por reprodução,egg from SPECIES_ESPATHRA,src/data/pokemon/species_info/gen_9_families.h:3753
956,Espathra,SPECIES_ESPATHRA,9,Sim,Sim,Sim,Obtível normalmente,Hidden Grotto @ HIDDEN_GROTTO_ROUTE38; Wild encounter @ KITAKAMI_BORDER,src/data/wild_encounters.json (MAP_KITAKAMI_BORDER)
957,Tinkatink,SPECIES_TINKATINK,9,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ UNION_CAVE_1F; Wild encounter @ UNION_CAVE_B1F,src/data/wild_encounters.json (MAP_UNION_CAVE_1F)
958,Tinkatuff,SPECIES_TINKATUFF,9,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_TINKATINK : EVO_LEVEL, 24, SPECIES_TINKATUFF",src/data/pokemon/species_info/gen_9_families.h:3954
959,Tinkaton,SPECIES_TINKATON,9,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_TINKATUFF : EVO_LEVEL, 38, SPECIES_TINKATON",src/data/pokemon/species_info/gen_9_families.h:4020
960,Wiglett,SPECIES_WIGLETT,9,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_9_families.h:4087
961,Wugtrio,SPECIES_WUGTRIO,9,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_9_families.h:4153
962,Bombirdier,SPECIES_BOMBIRDIER,9,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_9_families.h:4219
963,Finizen,SPECIES_FINIZEN,9,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ ROUTE33; Wild encounter @ ROUTE33SOUTH; Wild encounter @ ROUTE33SOUTH_2; Wild encounter @ ROUTE41; Wild encounter @ SOUTHERN_PASSAGE; Wild encounter @ SOUTH_PASSAGE_END; Wild encounter @ SOUTH_PASSAGE_SIDE,src/data/wild_encounters.json (MAP_ROUTE33)
964,Palafin,SPECIES_PALAFIN_ZERO,9,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ ROUTE33SOUTH; Wild encounter @ ROUTE33SOUTH_2; Wild encounter @ ROUTE33SOUTH_UNDERWATER; Wild encounter @ ROUTE50UNDERWATER; Wild encounter @ ROUTE50UNDERWATER_CAVE1; Wild encounter @ SOUTHERN_PASSAGE; Wild encounter @ SOUTH_PASSAGE_END; Wild encounter @ SOUTH_PASSAGE_SIDE,src/data/wild_encounters.json (MAP_ROUTE33SOUTH)
965,Varoom,SPECIES_VAROOM,9,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_9_families.h:4489
966,Revavroom,SPECIES_REVAVROOM,9,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_9_families.h:4556
967,Cyclizar,SPECIES_CYCLIZAR,9,Sim,Sim,Sim,Obtível normalmente,Hidden Grotto @ HIDDEN_GROTTO_LAKEOFRAGE; Wild encounter @ KITAKAMI_BORDER,src/data/wild_encounters.json (MAP_KITAKAMI_BORDER)
968,Orthworm,SPECIES_ORTHWORM,9,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_9_families.h:4691
969,Glimmet,SPECIES_GLIMMET,9,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ MT_MORTAR_2F; Wild encounter @ MT_MORTAR_B1F,src/data/wild_encounters.json (MAP_MT_MORTAR_B1F)
970,Glimmora,SPECIES_GLIMMORA,9,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_GLIMMET : EVO_LEVEL, 35, SPECIES_GLIMMORA",src/data/pokemon/species_info/gen_9_families.h:4827
971,Greavard,SPECIES_GREAVARD,9,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_9_families.h:4958
972,Houndstone,SPECIES_HOUNDSTONE,9,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_9_families.h:5025
973,Flamigo,SPECIES_FLAMIGO,9,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ ROUTE48,src/data/wild_encounters.json (MAP_ROUTE48)
974,Cetoddle,SPECIES_CETODDLE,9,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_9_families.h:5160
975,Cetitan,SPECIES_CETITAN,9,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_9_families.h:5227
976,Veluza,SPECIES_VELUZA,9,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_9_families.h:5294
977,Dondozo,SPECIES_DONDOZO,9,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ ROUTE50; Wild encounter @ VAJRA_DESERT_EAST; Wild encounter @ WHIRL_ISLANDS_B1F; Wild encounter @ WHIRL_ISLANDS_B2F; Wild encounter @ WHIRL_ISLANDS_DESCENT,src/data/wild_encounters.json (MAP_WHIRL_ISLANDS_B1F)
978,Tatsugiri,SPECIES_TATSUGIRI_CURLY,9,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ DRAGONS_DEN_CAVERN; Wild encounter @ ROUTE35,src/data/wild_encounters.json (MAP_ROUTE35)
979,Annihilape,SPECIES_ANNIHILAPE,9,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_PRIMEAPE : EVO_LEVEL, 0, SPECIES_ANNIHILAPE, CONDITIONS({IF_USED_MOVE_X_TIMES, MOVE_RAGE_FIST, 20})",src/data/pokemon/species_info/gen_1_families.h:8198
980,Clodsire,SPECIES_CLODSIRE,9,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ CLIFF_EDGE_GATE,src/data/wild_encounters.json (MAP_CLIFF_EDGE_GATE)
981,Farigiraf,SPECIES_FARIGIRAF,9,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ MT_SILVER_OUTSIDE,src/data/wild_encounters.json (MAP_MT_SILVER_OUTSIDE)
982,Dudunsparce,SPECIES_DUDUNSPARCE_TWO_SEGMENT,9,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_DUNSPARCE : EVO_LEVEL, 0, SPECIES_DUDUNSPARCE_TWO_SEGMENT, CONDITIONS({IF_KNOWS_MOVE, MOVE_HYPER_DRILL}, {IF_PID_MODULO_100_GT, 0})",src/data/pokemon/species_info/gen_2_families.h:4909
983,Kingambit,SPECIES_KINGAMBIT,9,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_BISHARP : EVO_LEVEL, 0, SPECIES_KINGAMBIT, CONDITIONS({IF_HOLD_ITEM, ITEM_LEADERS_CREST})",src/data/pokemon/species_info/gen_5_families.h:11816
984,Great Tusk,SPECIES_GREAT_TUSK,9,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ METEOR_CAVE1,src/data/wild_encounters.json (MAP_METEOR_CAVE1)
985,Scream Tail,SPECIES_SCREAM_TAIL,9,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ METEOR_CAVE1,src/data/wild_encounters.json (MAP_METEOR_CAVE1)
986,Brute Bonnet,SPECIES_BRUTE_BONNET,9,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ METEOR_CAVE1,src/data/wild_encounters.json (MAP_METEOR_CAVE1)
987,Flutter Mane,SPECIES_FLUTTER_MANE,9,Sim,Sim,Sim,Obtível normalmente,Static legendary battle @ METEOR_CAVE1,data/maps/MeteorCave1/scripts.inc:148 (MAP_METEOR_CAVE1)
988,Slither Wing,SPECIES_SLITHER_WING,9,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ METEOR_CAVE1,src/data/wild_encounters.json (MAP_METEOR_CAVE1)
989,Sandy Shocks,SPECIES_SANDY_SHOCKS,9,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ METEOR_CAVE1,src/data/wild_encounters.json (MAP_METEOR_CAVE1)
990,Iron Treads,SPECIES_IRON_TREADS,9,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ METEOR_CAVE2,src/data/wild_encounters.json (MAP_METEOR_CAVE2)
991,Iron Bundle,SPECIES_IRON_BUNDLE,9,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ METEOR_CAVE2,src/data/wild_encounters.json (MAP_METEOR_CAVE2)
992,Iron Hands,SPECIES_IRON_HANDS,9,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ METEOR_CAVE2,src/data/wild_encounters.json (MAP_METEOR_CAVE2)
993,Iron Jugulis,SPECIES_IRON_JUGULIS,9,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ METEOR_CAVE2,src/data/wild_encounters.json (MAP_METEOR_CAVE2)
994,Iron Moth,SPECIES_IRON_MOTH,9,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ METEOR_CAVE2,src/data/wild_encounters.json (MAP_METEOR_CAVE2)
995,Iron Thorns,SPECIES_IRON_THORNS,9,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ METEOR_CAVE2,src/data/wild_encounters.json (MAP_METEOR_CAVE2)
996,Frigibax,SPECIES_FRIGIBAX,9,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ SNOWTOP_MOUNTAIN_B1F,src/data/wild_encounters.json (MAP_SNOWTOP_MOUNTAIN_B1F)
997,Arctibax,SPECIES_ARCTIBAX,9,Sim,Sim,Sim,Obtível normalmente,Hidden Grotto @ HIDDEN_GROTTO_ROUTE44; Wild encounter @ ICE_PATH_DEPTHS,src/data/wild_encounters.json (MAP_ICE_PATH_DEPTHS)
998,Baxcalibur,SPECIES_BAXCALIBUR,9,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_ARCTIBAX : EVO_LEVEL, 54, SPECIES_BAXCALIBUR",src/data/pokemon/species_info/gen_9_families.h:6780
999,Gimmighoul,SPECIES_GIMMIGHOUL_CHEST,9,Sim,Sim,Sim,Obtível normalmente,"NPC gift (script) @ CIANWOOD_HOUSE3; NPC gift (script, var) @ CIANWOOD_HOUSE3",data/maps/CianwoodHouse3/scripts.inc:310 (MAP_CIANWOOD_HOUSE3)
1000,Gholdengo,SPECIES_GHOLDENGO,9,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_GIMMIGHOUL_CHEST : EVO_LEVEL, 55, SPECIES_GHOLDENGO",src/data/pokemon/species_info/gen_9_families.h:7034
1001,Wo-Chien,SPECIES_WO_CHIEN,9,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_9_families.h:7101
1002,Chien-Pao,SPECIES_CHIEN_PAO,9,Sim,Sim,Sim,Obtível normalmente,Boss legendary battle @ ICE_PATH_DEPTHS2,data/maps/IcePath_Depths2/scripts.inc:14 (MAP_ICE_PATH_DEPTHS2)
1003,Ting-Lu,SPECIES_TING_LU,9,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_9_families.h:7239
1004,Chi-Yu,SPECIES_CHI_YU,9,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ BATTLE_CAFE,src/data/wild_encounters.json (MAP_BATTLE_CAFE)
1005,Roaring Moon,SPECIES_ROARING_MOON,9,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ METEOR_CAVE1,src/data/wild_encounters.json (MAP_METEOR_CAVE1)
1006,Iron Valiant,SPECIES_IRON_VALIANT,9,Sim,Sim,Sim,Obtível normalmente,Static legendary battle @ METEOR_CAVE2,data/maps/MeteorCave2/scripts.inc:23 (MAP_METEOR_CAVE2)
1007,Koraidon,SPECIES_KORAIDON,9,Sim,Sim,Sim,Obtível normalmente,"NPC gift (script, var) @ BATTLE_CAFE",data/maps/BattleCafe/scripts.inc:1692 (MAP_BATTLE_CAFE)
1008,Miraidon,SPECIES_MIRAIDON,9,Sim,Sim,Sim,Obtível normalmente,"NPC gift (script, var) @ BATTLE_CAFE",data/maps/BattleCafe/scripts.inc:1672 (MAP_BATTLE_CAFE)
1009,Walking Wake,SPECIES_WALKING_WAKE,9,Sim,Sim,Sim,Obtível normalmente,Boss legendary battle @ METEOR_CAVE1_LEGENDARY_ROOM,data/maps/MeteorCave1_LegendaryRoom/scripts.inc:246 (MAP_METEOR_CAVE1_LEGENDARY_ROOM)
1010,Iron Leaves,SPECIES_IRON_LEAVES,9,Sim,Sim,Sim,Obtível normalmente,Boss legendary battle @ METEOR_CAVE2_LEGENDARY_ROOM,data/maps/MeteorCave2_LegendaryRoom/scripts.inc:222 (MAP_METEOR_CAVE2_LEGENDARY_ROOM)
1011,Dipplin,SPECIES_DIPPLIN,9,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_APPLIN : EVO_ITEM, ITEM_SYRUPY_APPLE, SPECIES_DIPPLIN",src/data/pokemon/species_info/gen_8_families.h:2832
1012,Poltchageist,SPECIES_POLTCHAGEIST_COUNTERFEIT,9,Sim,Sim,Sim,Obtível normalmente,Hidden Grotto @ HIDDEN_GROTTO_ROUTE35,src/hidden_grotto.c (MAP_HIDDEN_GROTTO_ROUTE35)
1013,Sinistcha,SPECIES_SINISTCHA_UNREMARKABLE,9,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_POLTCHAGEIST_COUNTERFEIT : EVO_ITEM, ITEM_UNREMARKABLE_TEACUP, SPECIES_SINISTCHA_UNREMARKABLE",src/data/pokemon/species_info/gen_9_families.h:7932
1014,Okidogi,SPECIES_OKIDOGI,9,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_9_families.h:8068
1015,Munkidori,SPECIES_MUNKIDORI,9,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_9_families.h:8137
1016,Fezandipiti,SPECIES_FEZANDIPITI,9,Sim,Sim,Sim,Obtível normalmente,Static legendary battle @ KITAKAMI_WELL_B1F,data/maps/KitakamiWell_B1F/scripts.inc:13 (MAP_KITAKAMI_WELL_B1F)
1017,Ogerpon Teal,SPECIES_OGERPON_TEAL,9,Sim,Sim,Sim,Obtível normalmente,Boss legendary battle @ KITAKAMI_MOUNTAIN_ENCLAVE,data/maps/KitakamiMountainEnclave/scripts.inc:11 (MAP_KITAKAMI_MOUNTAIN_ENCLAVE)
1018,Archaludon,SPECIES_ARCHALUDON,9,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_DURALUDON : EVO_ITEM, ITEM_METAL_ALLOY, SPECIES_ARCHALUDON",src/data/pokemon/species_info/gen_8_families.h:6773
1019,Hydrapple,SPECIES_HYDRAPPLE,9,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_DIPPLIN : EVO_LEVEL, 0, SPECIES_HYDRAPPLE, CONDITIONS({IF_KNOWS_MOVE, MOVE_DRAGON_CHEER})",src/data/pokemon/species_info/gen_8_families.h:2897
1020,Gouging Fire,SPECIES_GOUGING_FIRE,9,Sim,Sim,Sim,Obtível normalmente,Boss legendary battle @ METEOR_CAVE1_LEGENDARY_ROOM,data/maps/MeteorCave1_LegendaryRoom/scripts.inc:234 (MAP_METEOR_CAVE1_LEGENDARY_ROOM)
1021,Raging Bolt,SPECIES_RAGING_BOLT,9,Sim,Sim,Sim,Obtível normalmente,Boss legendary battle @ METEOR_CAVE1_LEGENDARY_ROOM,data/maps/MeteorCave1_LegendaryRoom/scripts.inc:222 (MAP_METEOR_CAVE1_LEGENDARY_ROOM)
1022,Iron Boulder,SPECIES_IRON_BOULDER,9,Sim,Sim,Sim,Obtível normalmente,Boss legendary battle @ METEOR_CAVE2_LEGENDARY_ROOM,data/maps/MeteorCave2_LegendaryRoom/scripts.inc:234 (MAP_METEOR_CAVE2_LEGENDARY_ROOM)
1023,Iron Crown,SPECIES_IRON_CROWN,9,Sim,Sim,Sim,Obtível normalmente,Boss legendary battle @ METEOR_CAVE2_LEGENDARY_ROOM,data/maps/MeteorCave2_LegendaryRoom/scripts.inc:246 (MAP_METEOR_CAVE2_LEGENDARY_ROOM)
